id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Velocity_Avg,Pressure_Diff,Coolant_Temp_Range,Defect_Status,Defect_Type
1411157,1,157,0.144,0.168,0.186,2.159,214,0.008,11,255,20.7,0.042,1036,7.9,0.8,0.8,679.9,6.6,26.1,2.75,31.1,65.8,0.166,822,40,0,Normal
1412157,1,157,0.144,0.168,0.186,2.159,214,0.008,11,255,20.7,0.042,1036,7.9,0.8,0.8,679.9,6.6,26.1,2.75,31.1,65.8,0.166,822,40,0,Normal
1413158,1,158,0.14,0.168,0.178,2.118,217,0.007,11,255,20.8,0.043,1052,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0.162,835,40,0,Normal
1414158,1,158,0.14,0.168,0.178,2.118,217,0.007,11,255,20.8,0.043,1052,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0.162,835,40,0,Normal
1415159,1,159,0.146,0.17,0.179,2.116,215,0.008,2,257,20.8,0.037,1042,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0.165,827,40,1,Short_Shot
1416159,1,159,0.146,0.17,0.179,2.116,215,0.008,2,257,20.8,0.037,1042,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0.165,827,40,1,Short_Shot
1417160,1,160,0.144,0.171,0.18,2.066,218,0.005,2,255,20.7,0.037,1057,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0.165,839,40,1,Exfoliation
1418160,1,160,0.144,0.171,0.18,2.066,218,0.005,2,255,20.7,0.037,1057,7.9,0.8,0.8,681.3,6.5,26.1,2.74,31.1,65.8,0.165,839,40,1,Exfoliation
1419161,1,161,0.144,0.168,0.184,2.111,215,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0.16533333333333333,825,40,0,Normal
1420161,1,161,0.144,0.168,0.184,2.111,215,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0.16533333333333333,825,40,0,Normal
1421162,1,162,0.144,0.168,0.184,2.111,215,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0.16533333333333333,825,40,0,Normal
1422162,1,162,0.144,0.168,0.184,2.111,215,0.008,5,254,20.6,0.041,1040,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0.16533333333333333,825,40,0,Normal
1423163,1,163,0.144,0.17,0.182,2.143,214,0.008,7,255,20.8,0.039,1036,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0.16533333333333333,822,40,0,Normal
1424163,1,163,0.144,0.17,0.182,2.143,214,0.008,7,255,20.8,0.039,1036,7.9,0.8,0.8,682.8,6.5,26.1,2.72,31.1,65.8,0.16533333333333333,822,40,0,Normal
1425164,1,164,0.146,0.168,0.182,2.147,217,0.007,11,255,20.7,0.041,1051,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0.16533333333333333,834,40,0,Normal
1426164,1,164,0.146,0.168,0.182,2.147,217,0.007,11,255,20.7,0.041,1051,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0.16533333333333333,834,40,0,Normal
1427165,1,165,0.146,0.168,0.188,2.153,214,0.008,11,257,20.7,0.042,1036,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0.16733333333333333,822,40,0,Normal
1428165,1,165,0.146,0.168,0.188,2.153,214,0.008,11,257,20.7,0.042,1036,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0.16733333333333333,822,40,0,Normal
1429166,1,166,0.144,0.171,0.179,2.134,217,0.008,12,257,20.7,0.044,1051,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0.16466666666666666,834,40,0,Normal
1430166,1,166,0.144,0.171,0.179,2.134,217,0.008,12,257,20.7,0.044,1051,7.9,0.8,0.8,684.5,6.5,26.1,2.73,31.2,65.7,0.16466666666666666,834,40,0,Normal
1431167,1,167,0.144,0.17,0.187,2.138,214,0.008,11,257,20.7,0.044,1036,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0.167,822,40,1,Short_Shot
1432167,1,167,0.144,0.17,0.187,2.138,214,0.008,11,257,20.7,0.044,1036,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0.167,822,40,1,Short_Shot
1433168,1,168,0.146,0.17,0.187,2.157,217,0.008,11,258,20.8,0.042,1051,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0.16766666666666666,834,40,0,Normal
1434168,1,168,0.146,0.17,0.187,2.157,217,0.008,11,258,20.8,0.042,1051,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0.16766666666666666,834,40,0,Normal
1435169,1,169,0.146,0.168,0.184,2.155,214,0.007,12,257,20.7,0.042,1036,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0.166,822,40,0,Normal
1436169,1,169,0.146,0.168,0.184,2.155,214,0.007,12,257,20.7,0.042,1036,7.9,0.8,0.8,686.2,6.5,26.1,2.74,31.2,65.7,0.166,822,40,0,Normal
1437170,1,170,0.146,0.171,0.188,2.134,217,0.008,12,258,20.6,0.044,1052,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0.16833333333333333,835,40,0,Normal
1438170,1,170,0.146,0.171,0.188,2.134,217,0.008,12,258,20.6,0.044,1052,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0.16833333333333333,835,40,0,Normal
1439171,1,171,0.142,0.17,0.185,2.154,214,0.008,11,258,20.7,0.041,1037,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0.16566666666666666,823,40,0,Normal
1440171,1,171,0.142,0.17,0.185,2.154,214,0.008,11,258,20.7,0.041,1037,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0.16566666666666666,823,40,0,Normal
1441172,1,172,0.144,0.168,0.188,2.099,217,0.005,11,258,20.7,0.044,1052,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0.16666666666666666,835,40,0,Normal
1442172,1,172,0.144,0.168,0.188,2.099,217,0.005,11,258,20.7,0.044,1052,7.9,0.8,0.8,688.2,6.5,26.2,2.76,31.2,65.6,0.16666666666666666,835,40,0,Normal
1443173,1,173,0.146,0.17,0.179,2.144,214,0.008,12,258,20.6,0.041,1036,7.9,0.8,0.8,690.1,6.4,26.2,2.74,31.3,65.6,0.165,822,40,1,Exfoliation
1444173,1,173,0.146,0.17,0.179,2.144,214,0.008,12,258,20.6,0.041,1036,7.9,0.8,0.8,690.1,6.4,26.2,2.74,31.3,65.6,0.165,822,40,1,Exfoliation
1445174,1,174,0.146,0.17,0.179,2.144,214,0.008,12,258,20.6,0.041,1036,7.9,0.8,0.8,690.1,6.4,26.2,2.74,31.3,65.6,0.165,822,40,0,Normal
1446174,1,174,0.146,0.17,0.179,2.144,214,0.008,12,258,20.6,0.041,1036,7.9,0.8,0.8,690.1,6.4,26.2,2.74,31.3,65.6,0.165,822,40,0,Normal
1447175,1,175,0.146,0.168,0.176,2.148,214,0.008,11,259,20.7,0.042,1036,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0.16333333333333333,822,40,0,Normal
1448175,1,175,0.146,0.168,0.176,2.148,214,0.008,11,259,20.7,0.042,1036,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0.16333333333333333,822,40,0,Normal
1449176,1,176,0.146,0.168,0.176,2.148,214,0.008,11,259,20.7,0.042,1036,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0.16333333333333333,822,40,0,Normal
1450176,1,176,0.146,0.168,0.176,2.148,214,0.008,11,259,20.7,0.042,1036,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0.16333333333333333,822,40,0,Normal
1451177,1,177,0.144,0.168,0.182,2.126,214,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0.16466666666666666,820,40,0,Normal
1452177,1,177,0.144,0.168,0.182,2.126,214,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,692.2,6.4,26.1,2.76,31.4,65.5,0.16466666666666666,820,40,0,Normal
1453178,1,178,0.144,0.168,0.182,2.126,214,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0.16466666666666666,820,40,0,Normal
1454178,1,178,0.144,0.168,0.182,2.126,214,0.008,11,258,20.7,0.044,1034,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0.16466666666666666,820,40,0,Normal
1455179,1,179,0.144,0.168,0.18,2.141,214,0.008,12,259,20.7,0.044,1036,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0.164,822,40,0,Normal
1456179,1,179,0.144,0.168,0.18,2.141,214,0.008,12,259,20.7,0.044,1036,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0.164,822,40,0,Normal
1457180,1,180,0.142,0.168,0.186,2.102,217,0.008,12,259,20.7,0.044,1052,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0.16533333333333333,835,40,0,Normal
1458180,1,180,0.142,0.168,0.186,2.102,217,0.008,12,259,20.7,0.044,1052,7.9,0.8,0.8,694.2,6.4,26.2,2.77,31.4,65.6,0.16533333333333333,835,40,0,Normal
1459181,1,181,0.144,0.168,0.182,2.103,214,0.008,12,259,20.7,0.042,1036,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0.16466666666666666,822,40,1,Short_Shot
1460181,1,181,0.144,0.168,0.182,2.103,214,0.008,12,259,20.7,0.042,1036,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0.16466666666666666,822,40,1,Short_Shot
1461182,1,182,0.142,0.168,0.179,2.1,217,0.008,11,253,20.8,0.041,1052,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0.163,835,40,0,Normal
1462182,1,182,0.142,0.168,0.179,2.1,217,0.008,11,253,20.8,0.041,1052,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0.163,835,40,0,Normal
1463183,1,183,0.142,0.168,0.176,2.153,214,0.008,11,253,20.8,0.033,1037,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0.162,823,40,0,Normal
1464183,1,183,0.142,0.168,0.176,2.153,214,0.008,11,253,20.8,0.033,1037,7.9,0.8,0.8,696.2,6.4,26.1,2.76,31.4,65.5,0.162,823,40,0,Normal
1465184,1,184,0.146,0.17,0.176,2.148,217,0.008,11,253,20.7,0.041,1052,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0.164,835,40,0,Normal
1466184,1,184,0.146,0.17,0.176,2.148,217,0.008,11,253,20.7,0.041,1052,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0.164,835,40,0,Normal
1467185,1,185,0.144,0.168,0.179,2.121,214,0.008,11,251,20.8,0.044,1036,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0.16366666666666665,822,40,0,Normal
1468185,1,185,0.144,0.168,0.179,2.121,214,0.008,11,251,20.8,0.044,1036,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0.16366666666666665,822,40,0,Normal
1469186,1,186,0.144,0.166,0.178,2.156,217,0.008,11,253,20.7,0.042,1051,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0.16266666666666665,834,40,0,Normal
1470186,1,186,0.144,0.166,0.178,2.156,217,0.008,11,253,20.7,0.042,1051,7.9,0.8,0.8,698.4,6.4,26.1,2.76,31.4,65.3,0.16266666666666665,834,40,0,Normal
1471187,1,187,0.142,0.168,0.186,2.111,218,0.008,11,251,20.8,0.043,1053,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0.16533333333333333,835,40,0,Normal
1472187,1,187,0.142,0.168,0.186,2.111,218,0.008,11,251,20.8,0.043,1053,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0.16533333333333333,835,40,0,Normal
1473188,1,188,0.142,0.168,0.186,2.111,218,0.008,11,251,20.8,0.043,1053,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0.16533333333333333,835,40,0,Normal
1474188,1,188,0.142,0.168,0.186,2.111,218,0.008,11,251,20.8,0.043,1053,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0.16533333333333333,835,40,0,Normal
1475189,1,189,0.146,0.168,0.186,2.124,217,0.008,11,253,20.7,0.044,1052,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0.16666666666666666,835,40,0,Normal
1476189,1,189,0.146,0.168,0.186,2.124,217,0.008,11,253,20.7,0.044,1052,7.9,0.8,0.8,700.3,6.4,26.1,2.74,31.5,65.0,0.16666666666666666,835,40,0,Normal
1477190,1,190,0.146,0.168,0.186,2.124,217,0.008,11,253,20.7,0.044,1052,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0.16666666666666666,835,40,0,Normal
1478190,1,190,0.146,0.168,0.186,2.124,217,0.008,11,253,20.7,0.044,1052,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0.16666666666666666,835,40,0,Normal
1479191,1,191,0.142,0.166,0.178,2.128,218,0.007,11,253,20.7,0.043,1053,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0.162,835,40,1,Exfoliation
1480191,1,191,0.142,0.166,0.178,2.128,218,0.007,11,253,20.7,0.043,1053,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0.162,835,40,1,Exfoliation
1481192,1,192,0.146,0.168,0.182,2.134,214,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0.16533333333333333,823,40,0,Normal
1482192,1,192,0.146,0.168,0.182,2.134,214,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,701.9,6.3,26.1,2.73,31.6,64.7,0.16533333333333333,823,40,0,Normal
1483193,1,193,0.146,0.168,0.182,2.134,214,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0.16533333333333333,823,40,0,Normal
1484193,1,193,0.146,0.168,0.182,2.134,214,0.008,12,251,20.5,0.044,1037,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0.16533333333333333,823,40,0,Normal
1485194,1,194,0.139,0.168,0.187,2.164,217,0.009,11,253,20.9,0.043,1052,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0.16466666666666668,835,40,0,Normal
1486194,1,194,0.139,0.168,0.187,2.164,217,0.009,11,253,20.9,0.043,1052,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0.16466666666666668,835,40,0,Normal
1487195,1,195,0.142,0.168,0.176,2.14,214,0.008,11,253,20.7,0.041,1036,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0.162,822,40,0,Normal
1488195,1,195,0.142,0.168,0.176,2.14,214,0.008,11,253,20.7,0.041,1036,7.9,0.8,0.8,703.4,6.3,26.2,2.74,31.6,64.5,0.162,822,40,0,Normal
1489196,1,196,0.14,0.166,0.179,2.156,217,0.007,11,253,20.8,0.043,1052,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0.16166666666666668,835,40,0,Normal
1490196,1,196,0.14,0.166,0.179,2.156,217,0.007,11,253,20.8,0.043,1052,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0.16166666666666668,835,40,0,Normal
1491197,1,197,0.144,0.168,0.186,2.146,218,0.008,11,253,20.7,0.041,1053,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0.166,835,40,0,Normal
1492197,1,197,0.144,0.168,0.186,2.146,218,0.008,11,253,20.7,0.041,1053,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0.166,835,40,0,Normal
1493198,1,198,0.144,0.168,0.186,2.146,218,0.008,11,253,20.7,0.041,1053,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0.166,835,40,0,Normal
1494198,1,198,0.144,0.168,0.186,2.146,218,0.008,11,253,20.7,0.041,1053,7.9,0.8,0.8,704.7,6.4,26.2,2.73,31.7,64.1,0.166,835,40,0,Normal
1495199,1,199,0.146,0.168,0.181,2.153,217,0.01,11,253,20.9,0.044,1051,7.9,0.8,0.8,706.3,6.4,26.2,2.73,31.8,63.8,0.165,834,40,1,Short_Shot
1496199,1,199,0.146,0.168,0.181,2.153,217,0.01,11,253,20.9,0.044,1051,7.9,0.8,0.8,706.3,6.4,26.2,2.73,31.8,63.8,0.165,834,40,1,Short_Shot
1497200,1,200,0.142,0.166,0.179,2.126,214,0.008,12,254,20.7,0.044,1036,7.9,0.8,0.8,706.3,6.4,26.2,2.73,31.8,63.8,0.16233333333333333,822,40,0,Normal
1498200,1,200,0.142,0.166,0.179,2.126,214,0.008,12,254,20.7,0.044,1036,7.9,0.8,0.8,706.3,6.4,26.2,2.73,31.8,63.8,0.16233333333333333,822,40,0,Normal
1499201,1,201,0.142,0.166,0.178,2.109,217,0.008,11,254,20.8,0.044,1052,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0.162,835,40,0,Normal
1500201,1,201,0.142,0.166,0.178,2.109,217,0.008,11,254,20.8,0.044,1052,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0.162,835,40,0,Normal
1501202,1,202,0.142,0.166,0.187,2.102,214,0.01,11,254,20.8,0.041,1036,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0.165,822,40,0,Normal
1502202,1,202,0.142,0.166,0.187,2.102,214,0.01,11,254,20.8,0.041,1036,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0.165,822,40,0,Normal
1503203,1,203,0.14,0.168,0.174,2.147,217,0.007,11,254,20.7,0.042,1052,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0.16066666666666668,835,40,0,Normal
1504203,1,203,0.14,0.168,0.174,2.147,217,0.007,11,254,20.7,0.042,1052,7.9,0.8,0.8,707.5,6.3,26.2,2.75,31.8,63.6,0.16066666666666668,835,40,0,Normal
1505204,1,204,0.14,0.168,0.174,2.147,217,0.007,11,254,20.7,0.042,1052,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0.16066666666666668,835,40,0,Normal
1506204,1,204,0.14,0.168,0.174,2.147,217,0.007,11,254,20.7,0.042,1052,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0.16066666666666668,835,40,0,Normal
1507205,1,205,0.141,0.168,0.182,2.115,217,0.008,11,254,20.7,0.043,1052,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0.16366666666666665,835,40,0,Normal
1508205,1,205,0.141,0.168,0.182,2.115,217,0.008,11,254,20.7,0.043,1052,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0.16366666666666665,835,40,0,Normal
1509206,1,206,0.142,0.166,0.174,2.11,214,0.008,11,254,20.7,0.042,1036,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0.16066666666666665,822,40,0,Normal
1510206,1,206,0.142,0.166,0.174,2.11,214,0.008,11,254,20.7,0.042,1036,7.9,0.8,0.8,709.0,6.3,26.2,2.74,31.9,63.4,0.16066666666666665,822,40,0,Normal
1511207,1,207,0.144,0.168,0.178,2.105,217,0.006,11,254,20.7,0.042,1052,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0.16333333333333333,835,40,0,Normal
1512207,1,207,0.144,0.168,0.178,2.105,217,0.006,11,254,20.7,0.042,1052,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0.16333333333333333,835,40,0,Normal
1513208,1,208,0.144,0.168,0.178,2.105,217,0.006,11,254,20.7,0.042,1052,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0.16333333333333333,835,40,0,Normal
1514208,1,208,0.144,0.168,0.178,2.105,217,0.006,11,254,20.7,0.042,1052,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0.16333333333333333,835,40,0,Normal
1515209,1,209,0.144,0.168,0.184,2.136,218,0.008,12,254,20.5,0.044,1053,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0.16533333333333333,835,40,0,Normal
1516209,1,209,0.144,0.168,0.184,2.136,218,0.008,12,254,20.5,0.044,1053,7.9,0.8,0.8,710.4,6.3,26.2,2.76,32.0,63.1,0.16533333333333333,835,40,0,Normal
1517210,1,210,0.142,0.168,0.188,2.154,214,0.007,11,254,20.8,0.041,1037,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0.166,823,40,1,Exfoliation
1518210,1,210,0.142,0.168,0.188,2.154,214,0.007,11,254,20.8,0.041,1037,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0.166,823,40,1,Exfoliation
1519211,1,211,0.144,0.168,0.186,2.137,218,0.008,11,255,20.8,0.043,1053,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0.166,835,40,0,Normal
1520211,1,211,0.144,0.168,0.186,2.137,218,0.008,11,255,20.8,0.043,1053,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0.166,835,40,0,Normal
1521212,1,212,0.14,0.168,0.189,2.128,214,0.008,11,254,20.7,0.044,1038,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0.16566666666666668,824,40,0,Normal
1522212,1,212,0.14,0.168,0.189,2.128,214,0.008,11,254,20.7,0.044,1038,7.9,0.8,0.8,711.7,6.3,26.2,2.75,32.0,62.8,0.16566666666666668,824,40,0,Normal
1523213,1,213,0.14,0.168,0.189,2.128,214,0.008,11,254,20.7,0.044,1038,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0.16566666666666668,824,40,0,Normal
1524213,1,213,0.14,0.168,0.189,2.128,214,0.008,11,254,20.7,0.044,1038,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0.16566666666666668,824,40,0,Normal
1525214,1,214,0.146,0.168,0.179,2.122,214,0.008,11,254,20.6,0.044,1036,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0.16433333333333333,822,40,1,Exfoliation
1526214,1,214,0.146,0.168,0.179,2.122,214,0.008,11,254,20.6,0.044,1036,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0.16433333333333333,822,40,1,Exfoliation
1527215,1,215,0.144,0.168,0.18,2.119,217,0.008,10,254,20.6,0.044,1052,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0.164,835,40,0,Normal
1528215,1,215,0.144,0.168,0.18,2.119,217,0.008,10,254,20.6,0.044,1052,7.9,0.8,0.8,712.7,6.2,26.2,2.75,32.0,62.5,0.164,835,40,0,Normal
1529216,1,216,0.146,0.168,0.19,2.112,218,0.008,10,255,20.7,0.043,1053,7.8,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0.168,835,40,0,Normal
1530216,1,216,0.146,0.168,0.19,2.112,218,0.008,10,255,20.7,0.043,1053,7.8,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0.168,835,40,0,Normal
1531217,1,217,0.141,0.17,0.188,2.142,214,0.008,11,255,20.7,0.041,1038,7.9,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0.16633333333333333,824,40,1,Exfoliation
1532217,1,217,0.141,0.17,0.188,2.142,214,0.008,11,255,20.7,0.041,1038,7.9,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0.16633333333333333,824,40,1,Exfoliation
1533218,1,218,0.142,0.168,0.184,2.129,217,0.008,11,255,20.8,0.044,1051,7.8,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0.16466666666666666,834,40,0,Normal
1534218,1,218,0.142,0.168,0.184,2.129,217,0.008,11,255,20.8,0.044,1051,7.8,0.8,0.8,713.1,6.2,26.2,2.74,32.0,62.4,0.16466666666666666,834,40,0,Normal
1535219,1,219,0.142,0.166,0.188,2.106,214,0.007,11,255,20.8,0.041,1036,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0.16533333333333333,822,40,0,Normal
1536219,1,219,0.142,0.166,0.188,2.106,214,0.007,11,255,20.8,0.041,1036,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0.16533333333333333,822,40,0,Normal
1537220,1,220,0.144,0.168,0.184,2.137,218,0.008,11,255,20.8,0.044,1053,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0.16533333333333333,835,40,0,Normal
1538220,1,220,0.144,0.168,0.184,2.137,218,0.008,11,255,20.8,0.044,1053,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0.16533333333333333,835,40,0,Normal
1539221,1,221,0.144,0.17,0.186,2.147,214,0.008,12,255,20.7,0.044,1034,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0.16666666666666666,820,40,0,Normal
1540221,1,221,0.144,0.17,0.186,2.147,214,0.008,12,255,20.7,0.044,1034,7.8,0.8,0.8,713.7,6.2,26.2,2.75,32.0,62.4,0.16666666666666666,820,40,0,Normal
1541222,1,222,0.139,0.166,0.184,2.127,217,0.008,12,255,20.8,0.044,1052,7.9,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0.163,835,40,0,Normal
1542222,1,222,0.139,0.166,0.184,2.127,217,0.008,12,255,20.8,0.044,1052,7.9,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0.163,835,40,0,Normal
1543223,1,223,0.142,0.166,0.182,2.097,214,0.006,12,255,20.7,0.042,1036,7.8,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0.16333333333333333,822,40,0,Normal
1544223,1,223,0.142,0.166,0.182,2.097,214,0.006,12,255,20.7,0.042,1036,7.8,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0.16333333333333333,822,40,0,Normal
1545224,1,224,0.144,0.166,0.18,2.103,217,0.006,11,255,20.8,0.044,1052,7.9,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0.16333333333333333,835,40,0,Normal
1546224,1,224,0.144,0.166,0.18,2.103,217,0.006,11,255,20.8,0.044,1052,7.9,0.8,0.8,713.9,6.2,26.3,2.73,32.0,62.4,0.16333333333333333,835,40,0,Normal
1547225,1,225,0.144,0.166,0.176,2.148,214,0.008,12,255,20.7,0.044,1036,7.8,0.8,0.8,713.6,6.1,26.2,2.77,32.0,62.4,0.162,822,40,0,Normal
1548225,1,225,0.144,0.166,0.176,2.148,214,0.008,12,255,20.7,0.044,1036,7.8,0.8,0.8,713.6,6.1,26.2,2.77,32.0,62.4,0.162,822,40,0,Normal
1549226,1,226,0.144,0.166,0.176,2.148,214,0.008,12,255,20.7,0.044,1036,7.8,0.8,0.8,713.6,6.1,26.2,2.77,32.0,62.4,0.162,822,40,0,Normal
